Instrument name,DSC2A-00468
Operator,Yarger
Sample name,Benzoic_Acid
[step]
Ramp 5.00 °C/min to 150.00 °C
Time,Temperature,Heat Flow (Normalized)
min,°C,W/g
18.82,122.62,5.841
18.82,122.63,5.823
18.82,122.63,5.804
18.82,122.64,5.784
18.82,122.65,5.767
18.82,122.66,5.751
18.83,122.67,5.737
18.83,122.68,5.728
18.83,122.69,5.720
18.83,122.70,5.716
18.83,122.71,5.714
18.83,122.71,5.712
18.83,122.72,5.708
18.84,122.73,5.702
18.84,122.74,5.694
18.84,122.75,5.683
18.84,122.76,5.671
18.84,122.77,5.655
18.84,122.78,5.641
18.85,122.79,5.627
18.85,122.79,5.614
18.85,122.80,5.602
18.85,122.81,5.591
18.85,122.82,5.581
18.86,122.83,5.572
18.86,122.84,5.562
18.86,122.85,5.555
18.86,122.86,5.554
18.86,122.87,5.558
18.86,122.88,5.564
18.87,122.89,5.577
18.87,122.90,5.596
18.87,122.91,5.624
18.87,122.91,5.655
18.87,122.92,5.656
18.87,122.93,5.704
18.88,122.94,5.745
18.88,122.95,5.765
18.88,122.95,5.780
18.88,122.96,5.786
18.88,122.97,5.778
18.88,122.98,5.758
18.88,122.99,5.752
18.89,122.99,5.719
18.89,123.00,5.623
18.89,123.01,5.556
18.89,123.02,5.480
18.89,123.03,5.395
18.89,123.04,5.300
18.90,123.05,5.198
18.90,123.06,5.086
18.90,123.07,4.963
18.90,123.09,4.830
18.90,123.10,4.687
18.91,123.11,4.533
18.91,123.12,4.371
18.91,123.14,4.199
18.91,123.15,4.021
18.91,123.17,3.842
18.91,123.19,3.661
18.92,123.20,3.482
18.92,123.22,3.308
18.92,123.24,3.138
18.92,123.25,2.974
18.92,123.27,2.818
18.92,123.29,2.669
18.93,123.31,2.530
18.93,123.33,2.400
18.93,123.35,2.278
18.93,123.37,2.167
18.93,123.39,2.064
18.93,123.41,1.972
18.93,123.43,1.887
18.94,123.45,1.813
18.94,123.47,1.746
18.94,123.49,1.686
18.94,123.51,1.633
18.94,123.53,1.586
18.94,123.54,1.543
18.95,123.56,1.504
18.95,123.58,1.468
18.95,123.60,1.434
18.95,123.62,1.402
18.95,123.64,1.371
18.96,123.65,1.344
18.96,123.67,1.316
18.96,123.69,1.291
18.96,123.70,1.265
18.96,123.72,1.240
18.96,123.74,1.217
18.97,123.76,1.196
18.97,123.77,1.174
18.97,123.79,1.152
18.97,123.81,1.130
18.97,123.82,1.106
18.97,123.84,1.083
18.98,123.85,1.061
18.98,123.87,1.041
18.98,123.88,1.021
18.98,123.90,1.003
18.98,123.91,0.987
18.98,123.93,0.973
18.98,123.94,0.960
18.99,123.96,0.946
18.99,123.97,0.930
18.99,123.99,0.912
18.99,124.00,0.892
18.99,124.02,0.873
18.99,124.03,0.855
19.00,124.04,0.838
19.00,124.06,0.824
19.00,124.07,0.811
19.00,124.09,0.800
19.00,124.10,0.790
19.01,124.11,0.777
19.01,124.13,0.765
19.01,124.14,0.751
19.01,124.15,0.737
19.01,124.17,0.724
19.01,124.18,0.710
19.02,124.19,0.697
19.02,124.20,0.684
19.02,124.22,0.673
19.02,124.23,0.661
19.02,124.24,0.650
19.02,124.25,0.640
19.03,124.27,0.630
19.03,124.28,0.618
19.03,124.29,0.608
19.03,124.30,0.597
19.03,124.31,0.587
19.03,124.33,0.576
19.03,124.34,0.566
19.04,124.35,0.558
19.04,124.36,0.550
19.04,124.37,0.543
19.04,124.38,0.536
19.04,124.40,0.527
19.04,124.41,0.519
19.05,124.42,0.511
19.05,124.43,0.503
19.05,124.44,0.496
19.05,124.45,0.489
19.05,124.46,0.481
19.06,124.47,0.474
19.06,124.49,0.467
19.06,124.50,0.459
19.06,124.51,0.452
19.06,124.52,0.444
19.06,124.53,0.438
19.07,124.54,0.429
19.07,124.55,0.422
19.07,124.56,0.416
19.07,124.57,0.411
19.07,124.58,0.406
19.07,124.59,0.400
19.08,124.60,0.393
19.08,124.61,0.387
19.08,124.62,0.382
19.08,124.64,0.377
19.08,124.65,0.371
19.08,124.66,0.366
19.08,124.67,0.361
19.09,124.68,0.358
19.09,124.69,0.352
19.09,124.70,0.348
19.09,124.71,0.344
19.09,124.72,0.338
19.09,124.73,0.333
19.10,124.74,0.329
19.10,124.75,0.324
19.10,124.76,0.320
19.10,124.77,0.316
19.10,124.78,0.313
19.11,124.79,0.308
19.11,124.79,0.305
19.11,124.81,0.301
19.11,124.81,0.297
19.11,124.82,0.293
19.11,124.83,0.290
19.12,124.84,0.286
19.12,124.85,0.283
19.12,124.86,0.278
19.12,124.87,0.275
19.12,124.88,0.273
19.12,124.89,0.270
19.13,124.90,0.267
19.13,124.91,0.263
19.13,124.92,0.260
19.13,124.93,0.258
19.13,124.94,0.255
19.13,124.95,0.252
19.13,124.96,0.251
19.14,124.97,0.246
19.14,124.98,0.243
19.14,124.99,0.241
19.14,124.99,0.239
19.14,125.00,0.237
19.14,125.01,0.234
19.15,125.02,0.231
19.15,125.03,0.229
19.15,125.04,0.227
19.15,125.05,0.224
19.15,125.06,0.222
19.16,125.07,0.218
19.16,125.08,0.215
19.16,125.09,0.212
19.16,125.09,0.211
19.16,125.10,0.209
19.16,125.11,0.208
19.17,125.12,0.206
19.17,125.13,0.205
19.17,125.14,0.206
19.17,125.15,0.206
19.17,125.16,0.204
19.17,125.17,0.203
19.18,125.18,0.200
19.18,125.19,0.197
19.18,125.19,0.196
19.18,125.20,0.192
19.18,125.21,0.190
19.18,125.22,0.188
19.18,125.23,0.187
19.19,125.24,0.185
19.19,125.25,0.184
19.19,125.26,0.183
19.19,125.27,0.181
19.19,125.27,0.181
19.19,125.28,0.180
19.20,125.29,0.179
19.20,125.30,0.177
19.20,125.31,0.175
19.20,125.32,0.173
19.20,125.33,0.173
19.21,125.34,0.172
19.21,125.35,0.172
19.21,125.35,0.170
19.21,125.36,0.170
19.21,125.37,0.170
19.21,125.38,0.170
19.22,125.39,0.168
19.22,125.40,0.166
19.22,125.41,0.164
19.22,125.41,0.162
19.22,125.42,0.161
19.22,125.43,0.160
19.23,125.44,0.159
19.23,125.45,0.158
19.23,125.46,0.158
19.23,125.47,0.158
19.23,125.48,0.158
19.23,125.48,0.159
19.23,125.49,0.159
19.24,125.50,0.158
19.24,125.51,0.158
19.24,125.52,0.157
19.24,125.53,0.157
19.24,125.54,0.155
19.24,125.55,0.154
19.25,125.55,0.154
19.25,125.56,0.153
19.25,125.57,0.152
19.25,125.58,0.151
19.25,125.59,0.151
19.26,125.60,0.150
19.26,125.61,0.149
19.26,125.61,0.149
19.26,125.62,0.148
19.26,125.63,0.147
19.26,125.64,0.146
19.27,125.65,0.145
19.27,125.66,0.145
19.27,125.66,0.145
19.27,125.67,0.144
19.27,125.68,0.144
19.27,125.69,0.144
19.28,125.70,0.143
19.28,125.71,0.142
19.28,125.72,0.141
19.28,125.72,0.141
19.28,125.73,0.140
19.28,125.74,0.139
19.28,125.75,0.139
19.29,125.76,0.139
19.29,125.77,0.139
19.29,125.78,0.139
19.29,125.78,0.139
19.29,125.79,0.139
19.29,125.80,0.139
19.30,125.81,0.139
19.30,125.82,0.138
19.30,125.83,0.138
19.30,125.84,0.138
19.30,125.84,0.138
19.31,125.85,0.137
19.31,125.86,0.137
19.31,125.87,0.137
19.31,125.88,0.137
19.31,125.89,0.136
19.31,125.89,0.136
19.32,125.90,0.136
19.32,125.91,0.136
19.32,125.92,0.135
19.32,125.93,0.135
19.32,125.94,0.135
19.32,125.94,0.135
19.33,125.95,0.135
19.33,125.96,0.135
19.33,125.97,0.135
19.33,125.98,0.135
19.33,125.99,0.134
19.33,126.00,0.134
19.33,126.00,0.134
19.34,126.01,0.134
19.34,126.02,0.134
19.34,126.03,0.133
19.34,126.04,0.133
19.34,126.05,0.133
19.34,126.06,0.133
19.35,126.06,0.133
19.35,126.07,0.132
19.35,126.08,0.132
19.35,126.09,0.132
19.35,126.10,0.132
19.36,126.11,0.132
19.36,126.11,0.132
19.36,126.12,0.132
19.36,126.13,0.131
19.36,126.14,0.131
19.36,126.15,0.131
19.37,126.16,0.131
19.37,126.16,0.131
19.37,126.17,0.130
19.37,126.18,0.130
19.37,126.19,0.130
19.37,126.20,0.130
19.38,126.21,0.130
19.38,126.21,0.130
19.38,126.22,0.130
19.38,126.23,0.130
19.38,126.24,0.130
19.38,126.25,0.130
19.38,126.26,0.130
19.39,126.27,0.130
19.39,126.27,0.130
19.39,126.28,0.130
19.39,126.29,0.130
19.39,126.30,0.130
19.39,126.31,0.129
19.40,126.31,0.129
19.40,126.32,0.129
19.40,126.33,0.129
19.40,126.34,0.129
19.40,126.35,0.129
19.41,126.36,0.129
19.41,126.37,0.129
19.41,126.37,0.129
19.41,126.38,0.129
19.41,126.39,0.129
19.41,126.40,0.129
19.42,126.41,0.129
19.42,126.42,0.129
19.42,126.42,0.129
19.42,126.43,0.129
19.42,126.44,0.129
19.42,126.45,0.129
19.43,126.46,0.129
19.43,126.46,0.129
19.43,126.47,0.128
19.43,126.48,0.128
19.43,126.49,0.128
19.43,126.50,0.128
19.43,126.51,0.128
19.44,126.52,0.128
19.44,126.52,0.128
19.44,126.53,0.128
19.44,126.54,0.128
19.44,126.55,0.128
19.44,126.56,0.128
19.45,126.57,0.128
19.45,126.57,0.128
19.45,126.58,0.128
19.45,126.59,0.128
19.45,126.60,0.127
19.46,126.61,0.127
19.46,126.62,0.127
19.46,126.62,0.127
19.46,126.63,0.127
19.46,126.64,0.127
19.46,126.65,0.127
19.47,126.66,0.127
19.47,126.67,0.127
19.47,126.67,0.127
19.47,126.68,0.127
19.47,126.69,0.127
19.47,126.70,0.127
19.48,126.71,0.127
19.48,126.72,0.127
19.48,126.72,0.127
19.48,126.73,0.126
19.48,126.74,0.126
19.48,126.75,0.126
19.48,126.76,0.126
19.49,126.76,0.126
19.49,126.77,0.126
19.49,126.78,0.126
19.49,126.79,0.126
19.49,126.80,0.126
19.49,126.81,0.126
19.50,126.82,0.126
19.50,126.82,0.126
19.50,126.83,0.126
19.50,126.84,0.126
19.50,126.85,0.126
19.51,126.86,0.126
19.51,126.87,0.126
19.51,126.87,0.126
19.51,126.88,0.126
19.51,126.89,0.126
19.51,126.90,0.126
19.52,126.91,0.126
19.52,126.92,0.125
19.52,126.93,0.125
19.52,126.93,0.125
19.52,126.94,0.125
19.52,126.95,0.125
19.53,126.96,0.125
19.53,126.97,0.125
19.53,126.98,0.125
19.53,126.98,0.125
19.53,126.99,0.125
19.53,127.00,0.125
19.53,127.01,0.125
19.54,127.02,0.125
19.54,127.02,0.125
19.54,127.03,0.125
19.54,127.04,0.125
19.54,127.05,0.125
19.54,127.06,0.125
19.55,127.07,0.125
19.55,127.07,0.125
19.55,127.08,0.125
19.55,127.09,0.125
19.55,127.10,0.125
19.56,127.11,0.124
19.56,127.12,0.124
19.56,127.12,0.124
19.56,127.13,0.124
19.56,127.14,0.124
19.56,127.15,0.124
19.57,127.16,0.124
19.57,127.17,0.124
19.57,127.17,0.124
19.57,127.18,0.124
19.57,127.19,0.124
19.57,127.20,0.124
19.58,127.21,0.124
19.58,127.22,0.124
19.58,127.22,0.124
19.58,127.23,0.124
19.58,127.24,0.124
19.58,127.25,0.124
19.58,127.26,0.124
19.59,127.27,0.124
19.59,127.28,0.124
19.59,127.28,0.124
19.59,127.29,0.124
19.59,127.30,0.123
19.59,127.31,0.123
19.60,127.32,0.123
19.60,127.32,0.123
19.60,127.33,0.123
19.60,127.34,0.123
19.60,127.35,0.123
19.61,127.36,0.123
19.61,127.37,0.123
19.61,127.38,0.123
19.61,127.38,0.123
19.61,127.39,0.123
19.61,127.40,0.123
19.62,127.41,0.123
19.62,127.42,0.123
19.62,127.43,0.123
19.62,127.43,0.123
19.62,127.44,0.123
19.62,127.45,0.123
19.63,127.46,0.123
19.63,127.47,0.123
19.63,127.48,0.123
19.63,127.48,0.123
19.63,127.49,0.123
19.63,127.50,0.123
19.63,127.51,0.123
19.64,127.52,0.122
19.64,127.52,0.122
19.64,127.53,0.122
19.64,127.54,0.122
19.64,127.55,0.122
19.64,127.56,0.122
19.65,127.57,0.122
19.65,127.58,0.122
19.65,127.58,0.122
19.65,127.59,0.122
19.65,127.60,0.122
19.66,127.61,0.122
19.66,127.62,0.122
19.66,127.63,0.122
19.66,127.63,0.122
19.66,127.64,0.122
19.66,127.65,0.122
19.67,127.66,0.122
19.67,127.67,0.122
19.67,127.68,0.122
19.67,127.68,0.122
19.67,127.69,0.122
19.67,127.70,0.122
19.68,127.71,0.122
19.68,127.72,0.122
19.68,127.73,0.122
19.68,127.73,0.122
19.68,127.74,0.122
19.68,127.75,0.122
19.68,127.76,0.122
19.69,127.77,0.122
19.69,127.78,0.122
19.69,127.78,0.122
19.69,127.79,0.122
19.69,127.80,0.122
19.69,127.81,0.121
19.70,127.82,0.121
19.70,127.83,0.121
19.70,127.83,0.121
19.70,127.84,0.121
19.70,127.85,0.121
19.71,127.86,0.121
19.71,127.87,0.121
19.71,127.87,0.121
19.71,127.88,0.121
19.71,127.89,0.121
19.71,127.90,0.121
19.72,127.91,0.121
19.72,127.92,0.121
19.72,127.93,0.121
19.72,127.93,0.121
19.72,127.94,0.121
19.72,127.95,0.121
19.73,127.96,0.121
19.73,127.97,0.121
19.73,127.98,0.121
19.73,127.98,0.121
19.73,127.99,0.121
19.73,128.00,0.121
19.73,128.01,0.121
19.74,128.02,0.121
19.74,128.03,0.121
19.74,128.03,0.121
19.74,128.04,0.121
19.74,128.05,0.121
19.74,128.06,0.121
19.75,128.07,0.121
19.75,128.08,0.121
19.75,128.08,0.121
19.75,128.09,0.121
19.75,128.10,0.121
19.76,128.11,0.121
19.76,128.12,0.121
19.76,128.13,0.121
19.76,128.13,0.121
19.76,128.14,0.121
19.76,128.15,0.121
19.77,128.16,0.121
19.77,128.17,0.121
19.77,128.18,0.121
19.77,128.18,0.121
19.77,128.19,0.121
19.77,128.20,0.121
19.78,128.21,0.121
19.78,128.22,0.121
19.78,128.22,0.121
19.78,128.23,0.120
19.78,128.24,0.120
19.78,128.25,0.120
19.78,128.26,0.120
19.79,128.27,0.120
19.79,128.28,0.120
19.79,128.28,0.120
19.79,128.29,0.120
19.79,128.30,0.120
19.79,128.31,0.120
19.80,128.32,0.120
19.80,128.32,0.120
19.80,128.33,0.120
19.80,128.34,0.120
19.80,128.35,0.120
19.81,128.36,0.120
19.81,128.37,0.120
19.81,128.38,0.120
19.81,128.38,0.120
19.81,128.39,0.120
19.81,128.40,0.120
19.82,128.41,0.120
19.82,128.42,0.120
19.82,128.43,0.120
19.82,128.43,0.120
19.82,128.44,0.120
19.82,128.45,0.120
19.83,128.46,0.120
19.83,128.47,0.120
19.83,128.48,0.120
19.83,128.48,0.120
19.83,128.49,0.120
19.83,128.50,0.120
19.83,128.51,0.120
19.84,128.52,0.120
19.84,128.53,0.120
19.84,128.53,0.120
19.84,128.54,0.120
19.84,128.55,0.120
19.84,128.56,0.120
19.85,128.57,0.120
19.85,128.58,0.120
19.85,128.58,0.120
19.85,128.59,0.120
19.85,128.60,0.120
19.86,128.61,0.120
19.86,128.62,0.120
19.86,128.63,0.120
19.86,128.63,0.120
19.86,128.64,0.120
19.86,128.65,0.120
19.87,128.66,0.120
19.87,128.67,0.120
19.87,128.68,0.120
19.87,128.68,0.120
19.87,128.69,0.120
19.87,128.70,0.120
19.88,128.71,0.120
19.88,128.72,0.120
19.88,128.72,0.120
19.88,128.73,0.120
19.88,128.74,0.120
19.88,128.75,0.120
19.88,128.76,0.120
19.89,128.77,0.120
19.89,128.77,0.120
19.89,128.78,0.120
19.89,128.79,0.120
19.89,128.80,0.120
19.89,128.81,0.120
19.90,128.82,0.120
19.90,128.82,0.120
19.90,128.83,0.120
19.90,128.84,0.120
19.90,128.85,0.120
19.91,128.86,0.120
19.91,128.87,0.120
19.91,128.88,0.120
19.91,128.88,0.120
19.91,128.89,0.120
19.91,128.90,0.120
19.92,128.91,0.120
19.92,128.92,0.120
19.92,128.92,0.120
19.92,128.93,0.120
19.92,128.94,0.120
19.92,128.95,0.120
19.93,128.96,0.119
19.93,128.97,0.119
19.93,128.98,0.119
19.93,128.98,0.119
19.93,128.99,0.119
19.93,129.00,0.119
19.93,129.01,0.119
19.94,129.02,0.119
19.94,129.02,0.119
19.94,129.03,0.119
19.94,129.04,0.119
19.94,129.05,0.119
19.94,129.06,0.119
19.95,129.07,0.119
19.95,129.07,0.119
19.95,129.08,0.119
19.95,129.09,0.119
19.95,129.10,0.119
19.96,129.11,0.119
19.96,129.12,0.119
19.96,129.12,0.119
19.96,129.13,0.119
19.96,129.14,0.119
19.96,129.15,0.119
19.97,129.16,0.119
19.97,129.17,0.119
19.97,129.17,0.119
19.97,129.18,0.119
19.97,129.19,0.119
19.97,129.20,0.119
19.98,129.21,0.119
19.98,129.22,0.119
19.98,129.23,0.119
19.98,129.23,0.119
19.98,129.24,0.119
19.98,129.25,0.119
19.98,129.26,0.119
19.99,129.27,0.119
19.99,129.28,0.119
19.99,129.28,0.119
19.99,129.29,0.119
19.99,129.30,0.119
19.99,129.31,0.119
20.00,129.32,0.119
20.00,129.33,0.119
20.00,129.33,0.119
20.00,129.34,0.119
20.00,129.35,0.119
20.01,129.36,0.119
20.01,129.37,0.119
20.01,129.37,0.119
20.01,129.38,0.119
20.01,129.39,0.119
20.01,129.40,0.119
20.02,129.41,0.119
20.02,129.42,0.119
20.02,129.43,0.119
20.02,129.43,0.119
20.02,129.44,0.119
20.02,129.45,0.119
20.03,129.46,0.119
20.03,129.47,0.119
20.03,129.48,0.119
20.03,129.48,0.119
20.03,129.49,0.119
20.03,129.50,0.119
20.03,129.51,0.119
20.04,129.52,0.119
20.04,129.53,0.119
20.04,129.53,0.119
20.04,129.54,0.119
20.04,129.55,0.119
20.04,129.56,0.119
20.05,129.57,0.119
20.05,129.58,0.119
20.05,129.58,0.119
20.05,129.59,0.119
20.05,129.60,0.119
20.06,129.61,0.119
20.06,129.62,0.119
20.06,129.62,0.119
20.06,129.63,0.119
20.06,129.64,0.119
20.06,129.65,0.119
20.07,129.66,0.119
20.07,129.67,0.119
20.07,129.68,0.119
20.07,129.68,0.119
20.07,129.69,0.119
20.07,129.70,0.119
20.08,129.71,0.119
20.08,129.72,0.119
20.08,129.73,0.119
20.08,129.73,0.119
20.08,129.74,0.119
20.08,129.75,0.119
20.08,129.76,0.119
20.09,129.77,0.119
20.09,129.77,0.119
20.09,129.78,0.119
20.09,129.79,0.119
20.09,129.80,0.119
20.09,129.81,0.119
20.10,129.82,0.119
20.10,129.83,0.119
20.10,129.83,0.119
20.10,129.84,0.119
20.10,129.85,0.119
20.11,129.86,0.119
20.11,129.87,0.119
20.11,129.88,0.119
20.11,129.88,0.119
20.11,129.89,0.119
20.11,129.90,0.119
20.12,129.91,0.119
20.12,129.92,0.119
20.12,129.93,0.119
20.12,129.93,0.119
20.12,129.94,0.119
20.12,129.95,0.119
20.13,129.96,0.119
20.13,129.97,0.119
20.13,129.98,0.119
20.13,129.98,0.119
20.13,129.99,0.119
20.13,130.00,0.119
20.13,130.01,0.119
20.14,130.02,0.119
20.14,130.02,0.119
20.14,130.03,0.119
20.14,130.04,0.119
20.14,130.05,0.119
20.14,130.06,0.119
20.15,130.07,0.119
20.15,130.08,0.119
20.15,130.08,0.119
20.15,130.09,0.119
20.15,130.10,0.119
20.16,130.11,0.119
20.16,130.12,0.119
20.16,130.12,0.119
20.16,130.13,0.119
20.16,130.14,0.119
20.16,130.15,0.119
20.17,130.16,0.119
20.17,130.17,0.119
20.17,130.17,0.119
20.17,130.18,0.119
20.17,130.19,0.119
20.17,130.20,0.119
20.18,130.21,0.119
20.18,130.22,0.119
20.18,130.23,0.119
20.18,130.23,0.119
20.18,130.24,0.119
20.18,130.25,0.119
20.18,130.26,0.119
20.19,130.27,0.119
20.19,130.27,0.119
20.19,130.28,0.119
20.19,130.29,0.119
20.19,130.30,0.119
20.19,130.31,0.119
20.20,130.32,0.119
20.20,130.33,0.119
20.20,130.33,0.119
20.20,130.34,0.119
20.20,130.35,0.119
20.21,130.36,0.119
20.21,130.37,0.119
20.21,130.37,0.119
20.21,130.38,0.119
20.21,130.39,0.119
20.21,130.40,0.119
20.22,130.41,0.119
20.22,130.42,0.119
20.22,130.42,0.119
20.22,130.43,0.119
20.22,130.44,0.119
20.22,130.45,0.119
20.23,130.46,0.119
20.23,130.47,0.119
20.23,130.47,0.119
20.23,130.48,0.119
20.23,130.49,0.119
20.23,130.50,0.119
20.23,130.51,0.119
20.24,130.52,0.119
20.24,130.52,0.119
20.24,130.53,0.119
20.24,130.54,0.119
20.24,130.55,0.119
20.24,130.56,0.119
20.25,130.57,0.119
20.25,130.57,0.119
20.25,130.58,0.119
20.25,130.59,0.119
20.25,130.60,0.119
20.26,130.61,0.119
20.26,130.62,0.119
20.26,130.62,0.119
20.26,130.63,0.119
20.26,130.64,0.119
20.26,130.65,0.119
20.27,130.66,0.119
20.27,130.67,0.119
20.27,130.67,0.119
20.27,130.68,0.119
20.27,130.69,0.119
20.27,130.70,0.119
20.28,130.71,0.119
20.28,130.72,0.119
20.28,130.72,0.119
20.28,130.73,0.119
20.28,130.74,0.119
20.28,130.75,0.119
20.28,130.76,0.119
20.29,130.76,0.119
20.29,130.77,0.119
20.29,130.78,0.119
20.29,130.79,0.119
20.29,130.80,0.119
20.29,130.81,0.119
20.30,130.82,0.119
20.30,130.82,0.119
20.30,130.83,0.119
20.30,130.84,0.119
20.30,130.85,0.119
20.31,130.86,0.119
20.31,130.87,0.119
20.31,130.87,0.119
20.31,130.88,0.119
20.31,130.89,0.119
20.31,130.90,0.119
20.32,130.91,0.119
20.32,130.91,0.119
20.32,130.92,0.119
20.32,130.93,0.119
20.32,130.94,0.119
20.32,130.95,0.119
20.33,130.96,0.119
20.33,130.96,0.119
20.33,130.97,0.119
20.33,130.98,0.119
20.33,130.99,0.119
20.33,131.00,0.119
20.33,131.01,0.119
20.34,131.01,0.119
20.34,131.02,0.119
20.34,131.03,0.119
20.34,131.04,0.119
20.34,131.05,0.119
20.34,131.06,0.119
20.35,131.06,0.119
20.35,131.07,0.119
20.35,131.08,0.119
20.35,131.09,0.119
20.35,131.10,0.119
20.36,131.11,0.119
20.36,131.11,0.119
20.36,131.12,0.119
20.36,131.13,0.119
20.36,131.14,0.119
20.36,131.15,0.119
20.37,131.16,0.119
20.37,131.17,0.119
20.37,131.17,0.119
20.37,131.18,0.119
20.37,131.19,0.119
20.37,131.20,0.119
20.38,131.21,0.119
20.38,131.21,0.119
20.38,131.22,0.119
20.38,131.23,0.119
20.38,131.24,0.119
20.38,131.25,0.119
20.38,131.26,0.119
20.39,131.26,0.119
20.39,131.27,0.119
20.39,131.28,0.119
20.39,131.29,0.119
20.39,131.30,0.119
20.39,131.31,0.119
20.40,131.31,0.119
20.40,131.32,0.119
20.40,131.33,0.119
20.40,131.34,0.119
20.40,131.35,0.119
20.41,131.36,0.119
20.41,131.37,0.119
20.41,131.37,0.119
20.41,131.38,0.119
20.41,131.39,0.119
20.41,131.40,0.119
20.42,131.41,0.119
20.42,131.42,0.119
20.42,131.42,0.119
20.42,131.43,0.119
20.42,131.44,0.119
20.42,131.45,0.119
20.43,131.46,0.119
20.43,131.47,0.119
20.43,131.47,0.119
20.43,131.48,0.119
20.43,131.49,0.119
20.43,131.50,0.119
20.43,131.51,0.119
20.44,131.52,0.119
20.44,131.52,0.119
20.44,131.53,0.119
20.44,131.54,0.119
20.44,131.55,0.119
20.44,131.56,0.119
20.45,131.57,0.119
20.45,131.57,0.119
20.45,131.58,0.119
20.45,131.59,0.119
20.45,131.60,0.119
20.46,131.61,0.119
20.46,131.61,0.119
20.46,131.62,0.119
20.46,131.63,0.119
20.46,131.64,0.119
20.46,131.65,0.119
20.47,131.66,0.119
20.47,131.66,0.119
20.47,131.67,0.119
20.47,131.68,0.119
20.47,131.69,0.119
20.47,131.70,0.119
20.48,131.71,0.119
20.48,131.72,0.119
20.48,131.72,0.119
20.48,131.73,0.119
20.48,131.74,0.119
20.48,131.75,0.119
20.48,131.76,0.119
20.49,131.77,0.119
20.49,131.77,0.119
20.49,131.78,0.119
20.49,131.79,0.119
20.49,131.80,0.119
20.49,131.81,0.119
20.50,131.82,0.119
20.50,131.82,0.119
20.50,131.83,0.119
20.50,131.84,0.119
20.50,131.85,0.119
20.51,131.86,0.119
20.51,131.87,0.119
20.51,131.88,0.119
20.51,131.88,0.119
20.51,131.89,0.119
20.51,131.90,0.119
20.52,131.91,0.119
20.52,131.92,0.119
20.52,131.93,0.119
20.52,131.93,0.119
20.52,131.94,0.119
20.52,131.95,0.119
20.53,131.96,0.119
20.53,131.97,0.119
20.53,131.98,0.119
20.53,131.98,0.119
20.53,131.99,0.119
20.53,132.00,0.119
20.53,132.01,0.119
20.54,132.02,0.119
20.54,132.02,0.119
20.54,132.03,0.119
20.54,132.04,0.119
20.54,132.05,0.119
20.54,132.06,0.119
20.55,132.07,0.119
20.55,132.07,0.119
20.55,132.08,0.119
20.55,132.09,0.119
20.55,132.10,0.119
20.56,132.11,0.119
20.56,132.12,0.119
20.56,132.13,0.119
20.56,132.13,0.119
20.56,132.14,0.119
20.56,132.15,0.119
20.57,132.16,0.119
20.57,132.17,0.119
20.57,132.17,0.119
20.57,132.18,0.119
20.57,132.19,0.119
20.57,132.20,0.119
20.58,132.21,0.119
20.58,132.22,0.119
20.58,132.23,0.119
20.58,132.23,0.119
20.58,132.24,0.119
20.58,132.25,0.119
20.58,132.26,0.119
20.59,132.27,0.119
20.59,132.27,0.119
20.59,132.28,0.119
20.59,132.29,0.119
20.59,132.30,0.119
20.59,132.31,0.119
20.60,132.32,0.119
20.60,132.33,0.119
20.60,132.33,0.119
20.60,132.34,0.119
20.60,132.35,0.119
20.61,132.36,0.119
20.61,132.37,0.119
20.61,132.38,0.119
20.61,132.38,0.119
20.61,132.39,0.119
20.61,132.40,0.119
20.62,132.41,0.119
20.62,132.42,0.119
20.62,132.42,0.119
20.62,132.43,0.119
20.62,132.44,0.119
20.62,132.45,0.119
20.63,132.46,0.119
20.63,132.47,0.119
20.63,132.48,0.119
20.63,132.48,0.119
20.63,132.49,0.119
20.63,132.50,0.119
20.63,132.51,0.119
20.64,132.52,0.119
20.64,132.52,0.119
20.64,132.53,0.119
20.64,132.54,0.119
20.64,132.55,0.119
20.64,132.56,0.119
20.65,132.57,0.119
20.65,132.58,0.119
20.65,132.58,0.119
20.65,132.59,0.119
20.65,132.60,0.119
20.66,132.61,0.119
20.66,132.62,0.119
20.66,132.63,0.119
20.66,132.63,0.119
20.66,132.64,0.119
20.66,132.65,0.119
20.67,132.66,0.119
20.67,132.67,0.119
20.67,132.68,0.119
20.67,132.68,0.119
20.67,132.69,0.119
20.67,132.70,0.119
20.68,132.71,0.119
20.68,132.72,0.119
20.68,132.73,0.119
20.68,132.73,0.119
20.68,132.74,0.119
20.68,132.75,0.119
20.68,132.76,0.119
20.69,132.77,0.119
20.69,132.78,0.119
20.69,132.78,0.119
20.69,132.79,0.119
20.69,132.80,0.119
20.69,132.81,0.119
20.70,132.82,0.119
20.70,132.83,0.119
20.70,132.83,0.119
20.70,132.84,0.119
20.70,132.85,0.119
20.71,132.86,0.119
20.71,132.87,0.119
20.71,132.88,0.119
20.71,132.88,0.119
20.71,132.89,0.119
20.71,132.90,0.119
20.72,132.91,0.119
20.72,132.92,0.119
20.72,132.93,0.119
20.72,132.93,0.119
20.72,132.94,0.119
20.72,132.95,0.119
20.73,132.96,0.119
20.73,132.97,0.119
20.73,132.98,0.119
20.73,132.98,0.119
20.73,132.99,0.119
20.73,133.00,0.119
20.73,133.01,0.119
20.74,133.02,0.119
20.74,133.03,0.119
20.74,133.03,0.119
20.74,133.04,0.119
20.74,133.05,0.119
